Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
1089813,barcelona,Apartment,From 8 April,3424,bills included,2-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1089813,Ciutat Vella,2,No info,2,65,3424
625135,barcelona,Apartment,From 16 July,5630-12143,some bills included,4-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/625135,Eixample,4,No info,No info,130,8886
523103,barcelona,Apartment,From 27 August,4147-5530,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/523103,Barcelona,2,No info,2,80,4838
810040,barcelona,Apartment,From 13 August,4752-6919,no deposit,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810040,Barcelona,4,No info,3,220,5835
625192,barcelona,Apartment,From 18 July,6933-14096,some bills included,3-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/625192,Gracia,3,No info,No info,80,10514
300924,barcelona,Apartment,From 16 July,2594-3113,instant booking,Stylish 1-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/300924,Gracia,1,No info,1,57,2853
300927,barcelona,Apartment,From 29 August,2466-2959,instant booking,Bold 1-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/300927,Gracia,1,No info,1,46,2712
625152,barcelona,Apartment,From 28 July,5630-13445,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/625152,Barcelona,3,No info,No info,80,9537
1209009,barcelona,Apartment,From 1 March 2025,1400,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1209009,Barcelona,1,No info,1,40,1400
1192211,barcelona,Studio,From 1 October 2025,990,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1192211,Barcelona,No info,No info,1,40,990
1089740,barcelona,Room,From 31 August,390,instant booking,Room for rent in shared 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089740,Barcelona,No info,6,2,120,390
348923,barcelona,Room,From 4 January 2025,490,bills included,Big room for rent 3-bedroom apartment Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/348923,Eixample Esquerra,No info,3,1,120,490
368488,barcelona,Room,From 4 January 2025,420,bills included,Bright room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/368488,Gracia,No info,4,2,107,420
348924,barcelona,Room,From 4 January 2025,400,bills included,Cosy room for rent 3-bedroom apartment Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/348924,Eixample Esquerra,No info,3,1,120,400
1219799,barcelona,Room,From 6 March 2025,500,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1219799,Barcelona,No info,6,2,140,500
616262,barcelona,Apartment,From 1 October,950,no deposit,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/616262,Barcelona,1,No info,1,65,950
366729,barcelona,Apartment,From 16 September,1300,spotahome plus,2-bedroom apartment for rent in L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:apartments/366729,Eixample Esquerra,2,No info,1,52,1300
89150,barcelona,Room,From 1 September,500,bills included,Furnished room in 3-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/89150,Eixample,No info,3,1,75,500
975962,barcelona,Room,From 6 March 2025,415,spotahome plus,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/975962,Barcelona,No info,3,1,No info,415
318733,barcelona,Apartment,From 1 July 2025,1100,some bills included,Bright 1-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/318733,Sants,1,No info,1,45,1100
1217905,barcelona,Room,From 1 January 2025,450,no deposit,Room for rent in a 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1217905,Barcelona,No info,7,2,No info,450
149980,barcelona,Studio,From 3 November,850,some bills included,Cosy studio apartment for rent in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/149980,Gothic Quarter,No info,No info,1,19,850
956794,barcelona,Room,From 1 October,550,instant booking,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956794,El Raval,No info,5,1,92,550
1216232,barcelona,Apartment,From 1 October,1100,spotahome plus,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1216232,El Raval,1,No info,1,45,1100
1074415,barcelona,Studio,From 1 May 2025,850,some bills included,Studio apartment for rent in Sabadell Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1074415,Sabadell,No info,No info,1,20,850
641985,barcelona,Apartment,From 13 September,990,spotahome plus,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/641985,El Raval,1,No info,1,50,990
653836,barcelona,Studio,From 4 November 2025,820,bills included,Studio for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/653836,Eixample,No info,No info,1,30,820
695115,barcelona,Apartment,From 16 October 2025,780,spotahome plus,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/695115,El Raval,1,No info,1,30,780
206777,barcelona,Room,From 1 September,540,instant booking,Bright room 7-bedroom apartment Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/206777,Horta-Guinardo,No info,7,1,125,540
331728,barcelona,Room,From 1 September,350,bills included,Chill room to rent in 3-room flat in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/331728,Sarria-Sant Gervasi,No info,3,1,90,350
1085527,barcelona,Apartment,From 1 September,1200,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1085527,Barcelona,2,No info,1,48,1200
474847,barcelona,Studio,From 21 March,900,some bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/474847,Barcelona,No info,No info,1,23,900
1200417,barcelona,Room,From 1 October 2025,300,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1200417,Barcelona,No info,5,1,No info,300
821372,barcelona,Apartment,From 6 September,1200,bills included,1-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/821372,Gracia,1,No info,1,No info,1200
341954,barcelona,Room,From 16 September,485,bills included,Cozy room for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/341954,Eixample,No info,4,2,100,485
131101,barcelona,Studio,From 6 November,700,some bills included,Cosy studio with balcony for rent in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/131101,Gothic Quarter,No info,No info,1,20,700
389487,barcelona,Room,From 4 January 2025,430,some bills included,Airy room for rent in 4-bedroom apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/389487,Hospitalet de Llobregat,No info,4,1,No info,430
1021951,barcelona,Room,From 1 September,690,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1021951,Barcelona,No info,4,2,80,690
300540,barcelona,Studio,From 10 September,720,bills included,Studio apartment for rent in Sarrià-Sant Gervasi Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/300540,Sarria-Sant Gervasi,No info,No info,1,18,720
396755,barcelona,Room,From 2 January 2025,420,bills included,Room for rent in 2-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/396755,Gracia,No info,2,1,95,420
1091033,barcelona,Apartment,From 18 December,1900,no deposit,2-bedroom apartment for rent in Badalona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1091033,Badalona,2,No info,1,No info,1900
113346,barcelona,Room,From 1 September,450,bills included,Rent a room in shared apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/113346,Sants,No info,4,1,90,450
962131,barcelona,Room,From 1 October,500,instant booking,Room for rent in 4-bedroom apartment in Can Baró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962131,Can Baro,No info,4,2,100,500
389488,barcelona,Room,From 4 January 2025,450,some bills included,Bright room for rent in 4-bedroom apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/389488,Hospitalet de Llobregat,No info,4,1,No info,450
219438,barcelona,Room,From 28 February 2025,465,instant booking,Room in 5-bedroom apartment L'Esquerra Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/219438,Eixample Esquerra,No info,5,2,92,465
84872,barcelona,Room,From 1 June 2025,260,spotahome plus,Large room in shared apartment in Nou Barris Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/84872,Nou Barris,No info,4,2,95,260
1191068,barcelona,Studio,From 2 September,850,bills included,Spacious sunny ensuite room  w/balcony & bathroom in Gracia,https://www.spotahome.com/barcelona/for-rent:studios/1191068,Gracia,No info,No info,1,14,850
380616,barcelona,Studio,From 4 November,900,bills included,Chic studio apartment for rent in Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/380616,Gothic Quarter,No info,No info,1,35,900
116036,barcelona,Room,From 20 September,620-665,bills included,Cozy room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/116036,Eixample,No info,2,1,80,642
1201239,barcelona,Room,From 1 September,400,bills included,Rooms for rent in a 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1201239,Barcelona,No info,4,1,90,400
564985,barcelona,Room,From 1 March 2025,650,no deposit,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/564985,Barcelona,No info,7,2,200,650
1187788,barcelona,Apartment,From 1 September,1750,no deposit,2-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1187788,Sants,2,No info,1,90,1750
512469,barcelona,Room,From 2 September,435-540,bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/512469,Barcelona,No info,7,2,190,487
426669,barcelona,Apartment,From 6 January 2026,1350,no deposit,1-bedroom apartment with AC for rent Ciutad Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/426669,Vella,1,No info,1,65,1350
954941,barcelona,Room,From 6 March 2025,400,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954941,Barcelona,No info,4,2,80,400
263061,barcelona,Studio,From 21 September,640,some bills included,Studio apartment for rent in Vila Olímpica Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/263061,Vila Olimpica,No info,No info,1,23,640
343859,barcelona,Apartment,From 1 September 2025,1000,bills included,2-bedroom apartment for rent in Sant Marí Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/343859,Sant,2,No info,1,75,1000
269839,barcelona,Apartment,From 1 October,1200,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/269839,Eixample,1,No info,1,40,1200
266520,barcelona,Room,From 4 January 2025,330,bills included,Cosy room in 3-bedroom flat in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/266520,Hospitalet de Llobregat,No info,3,1,No info,330
389490,barcelona,Room,From 4 January 2025,300,some bills included,Toasty room for rent in 4-bedroom apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/389490,Hospitalet de Llobregat,No info,4,1,No info,300
92226,barcelona,Apartment,From 6 September,1350,no deposit,1-bedroom apartment with AC for rent Ciutad Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/92226,Vella,1,No info,1,No info,1350
280272,barcelona,Room,From 1 April 2025,400,bills included,Room for rent in 3-bedroom apartment in Sant Joan Despí,https://www.spotahome.com/barcelona/for-rent:rooms/280272,Sant,No info,3,No info,No info,400
780745,barcelona,Apartment,From 2 September,2400,some bills included,Whole 5 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/780745,Barcelona,5,No info,2,119,2400
443687,barcelona,Apartment,From 1 December,1050,some bills included,1-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/443687,El Born,1,No info,1,55,1050
561224,barcelona,Studio,From 6 May 2025,830,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/561224,Barcelona,No info,No info,1,35,830
560035,barcelona,Room,From 6 February 2025,400,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/560035,Barcelona,No info,4,1,70,400
1203362,barcelona,Apartment,From 1 March 2025,2000,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1203362,Barcelona,2,No info,2,80,2000
1012814,barcelona,Room,From 1 November,580,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1012814,Barcelona,No info,7,3,115,580
353863,barcelona,Apartment,From 4 October,1300,spotahome plus,Small 2-bedroom apartment for rent in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/353863,Eixample Esquerra,2,No info,1,60,1300
241914,barcelona,Apartment,From 1 November 2025,1050,bills included,2-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/241914,Sants,2,No info,1,47,1050
1210202,barcelona,Room,From 6 September,495,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1210202,Barcelona,No info,4,1,80,495
117255,barcelona,Apartment,From 1 October,1300,some bills included,Modern 1-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/117255,Gracia,1,No info,1,50,1300
204274,barcelona,Room,From 6 October,380,bills included,Room for rent in 3-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/204274,Poblenou,No info,3,1,65,380
1173729,barcelona,Apartment,From 9 October,1000,some bills included,1-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1173729,Sants,1,No info,No info,No info,1000
1074419,barcelona,Apartment,From 1 January 2026,1600,bills included,2-bedroom apartment for rent in Sabadell Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1074419,Sabadell,2,No info,2,110,1600
1022796,barcelona,Room,From 19 September,500,instant booking,Room for rent in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022796,El Raval,No info,4,1,No info,500
263065,barcelona,Studio,From 28 December,565,some bills included,Cute studio apartment for rent in Vila Olímpica Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/263065,Vila Olimpica,No info,No info,1,16,565
1217903,barcelona,Room,From 1 January 2025,625,no deposit,Room for rent in a 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1217903,Barcelona,No info,7,2,No info,625
294582,barcelona,Apartment,From 12 September,1100,some bills included,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/294582,El Raval,1,No info,1,35,1100
152497,barcelona,Apartment,From 21 December,1450,some bills included,Cosy 1-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/152497,Gracia,1,No info,2,55,1450
360451,barcelona,Room,From 1 January 2025,400,bills included,Cozy room for rent in Montbau Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/360451,Barcelona,No info,3,1,65,400
1012817,barcelona,Room,From 1 October,420,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1012817,Barcelona,No info,7,3,115,420
828950,barcelona,Apartment,From 1 August,1190,some bills included,2-bedroom apartment for rent in Esplugues De Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/828950,Esplugues De Llobregat,2,No info,1,No info,1190
384216,barcelona,Apartment,From 2 July 2025,900,some bills included,1-bedroom apartment for rent in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/384216,Eixample Esquerra,1,No info,1,40,900
1003616,barcelona,Studio,From 28 December,1249,some bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1003616,Barcelona,No info,No info,1,37,1249
368485,barcelona,Room,From 4 January 2025,460,bills included,Nice room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/368485,Gracia,No info,4,2,107,460
595144,barcelona,Apartment,From 1 January 2025,1300,some bills included,2-bedroom apartment for rent in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/595144,Barceloneta,2,No info,1,70,1300
111757,barcelona,Apartment,From 1 September,1480,some bills included,1-bedroom apartment with AC for rent in Poble Nou Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/111757,Poble Nou,1,No info,1,58,1480
127087,barcelona,Room,From 2 January 2025,300,bills included,Room in 5-bedroom apartment Passeig de Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/127087,Passeig de Gracia,No info,5,1,100,300
255528,barcelona,Apartment,From 14 January 2025,1200,some bills included,Spacious 1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/255528,El Raval,1,No info,1,70,1200
460646,barcelona,Apartment,From 5 May 2025,980,bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/460646,Barcelona,1,No info,1,45,980
592868,barcelona,Studio,From 6 September 2025,1000,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/592868,Barcelona,No info,No info,1,50,1000
568869,barcelona,Room,From 2 February 2025,350,bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/568869,Barcelona,No info,3,1,65,350
1089548,barcelona,Studio,From 4 September,1776,bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1089548,Barcelona,No info,No info,1,50,1776
280327,barcelona,Apartment,From 6 January 2025,1100,bills included,Alluring studio apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/280327,El Born,1,No info,1,30,1100
991389,barcelona,Apartment,From 8 December,1350,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/991389,Barcelona,2,No info,1,No info,1350
474051,barcelona,Room,From 1 November,300,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/474051,Barcelona,No info,3,1,70,300
275740,barcelona,Apartment,From 1 January 2026,1090,instant booking,1-bedroom apartment for rent Sarrià-Sant Gervasi Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/275740,Sarria-Sant Gervasi,1,No info,1,65,1090
1217904,barcelona,Room,From 1 January 2025,625,no deposit,Room for rent in a 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1217904,Barcelona,No info,7,2,No info,625
580587,barcelona,Apartment,From 1 January 2026,750,some bills included,Apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/580587,Barcelona,1,No info,1,No info,750
1069099,barcelona,Apartment,From 1 March 2025,1240,some bills included,Bonito apartamento con mucho encanto junto playa Barceloneta,https://www.spotahome.com/barcelona/for-rent:apartments/1069099,Barceloneta,1,No info,No info,No info,1240
1013670,barcelona,Room,From 7 September,300,spotahome plus,Room in shared apartment in Sant Joan Despí,https://www.spotahome.com/barcelona/for-rent:rooms/1013670,Sant,No info,4,1,100,300
344370,barcelona,Room,From 1 September,370,bills included,Room to rent in 4-bedroom apartment Mataró,https://www.spotahome.com/barcelona/for-rent:rooms/344370,Mataro,No info,4,1,90,370
350886,barcelona,Room,From 1 September,495,instant booking,Room for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/350886,Eixample Dreta,No info,5,2,90,495
765663,barcelona,Studio,From 2 October,1100,some bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/765663,Barcelona,No info,No info,1,32,1100
113345,barcelona,Room,From 1 September,350,bills included,Furnished room in shared apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/113345,Sants,No info,4,1,90,350
607913,barcelona,Room,From 2 June 2025,389-518,bills included,Rooms for rent in 5-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/607913,El Born,No info,5,2,150,453
335859,barcelona,Room,From 1 September,520,bills included,Room for rent in 2-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/335859,Eixample Dreta,No info,2,1,85,520
107077,barcelona,Apartment,From 16 February 2026,875,long term,Modern 2-bedroom apartment for rent - El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/107077,El Raval,2,No info,1,65,875
228711,barcelona,Apartment,From 6 July 2025,970-1090,some bills included,Cosy 1-bedroom apartment for rent in Horta-Guinardó,https://www.spotahome.com/barcelona/for-rent:apartments/228711,Horta-Guinardo,1,No info,1,50,1030
389489,barcelona,Room,From 4 January 2025,400,some bills included,Cosy room for rent in 4-bedroom apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/389489,Hospitalet de Llobregat,No info,4,1,No info,400
290903,barcelona,Studio,From 9 October,980,some bills included,Cool studio apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/290903,El Raval,No info,No info,1,30,980
356558,barcelona,Room,From 1 July 2025,375,bills included,Comfy room for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/356558,Eixample,No info,4,1,90,375
266519,barcelona,Room,From 4 January 2025,420,bills included,Lovely room in 3-bedroom flat in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/266519,Hospitalet de Llobregat,No info,3,1,No info,420
937632,barcelona,Room,From 4 November,460,some bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/937632,Barcelona,No info,3,1,No info,460
596184,barcelona,Apartment,From 1 September,1100,some bills included,1-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/596184,Ciutat Vella,1,No info,1,28,1100
127088,barcelona,Room,From 2 January 2025,440,bills included,Room in 5-bedroom apartment Passeig de Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/127088,Passeig de Gracia,No info,5,1,100,440
1084626,barcelona,Studio,From 6 January 2025,1500,some bills included,Studio apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1084626,Barcelona,No info,No info,1,55,1500
344373,barcelona,Room,From 1 September,320,bills included,Room to rent in 4-bedroom apartment Mataró,https://www.spotahome.com/barcelona/for-rent:rooms/344373,Mataro,No info,4,1,90,320
261120,barcelona,Room,From 1 September,535,bills included,Cosy room in 3-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/261120,Gracia,No info,3,1,65,535
568868,barcelona,Room,From 1 October,300,bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/568868,Barcelona,No info,3,1,65,300
967799,barcelona,Room,From 1 April 2025,450,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/967799,Barcelona,No info,4,1,70,450
1091590,barcelona,Room,From 1 February 2025,850,no deposit,Room for rent in 6-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091590,Eixample,No info,6,No info,No info,850
110495,barcelona,Room,From 4 January 2025,525,bills included,Furnished room in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/110495,El Raval,No info,4,1,100,525
988172,barcelona,Room,From 1 July 2025,500,instant booking,Room for rent in 6-bedroom apartment in El Farró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988172,El Farro,No info,7,2,No info,500
368486,barcelona,Room,From 4 January 2025,500,bills included,Lovely room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/368486,Gracia,No info,4,2,107,500
200389,barcelona,Room,From 6 February 2025,400,bills included,Furnished room in 3-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/200389,Poblenou,No info,3,1,65,400
1201237,barcelona,Room,From 2 September,500,bills included,Rooms for rent in a 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1201237,Barcelona,No info,4,1,90,500
272430,barcelona,Apartment,From 21 September 2025,850,some bills included,2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/272430,El Raval,2,No info,1,50,850
240988,barcelona,Room,From 1 October,515,instant booking,Well-furnished room for rent in flatshare Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/240988,Gracia,No info,7,1,140,515
443829,barcelona,Apartment,From 1 January 2025,1500,some bills included,2-bedroom apartment for rent in El Poble-Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/443829,Poble-Sec,2,No info,1,36,1500
314976,barcelona,Apartment,From 2 October,1400,some bills included,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/314976,El Raval,1,No info,1,47,1400
344372,barcelona,Room,From 1 September,370,bills included,Room to rent in 4-bedroom apartment Mataró,https://www.spotahome.com/barcelona/for-rent:rooms/344372,Mataro,No info,4,1,90,370
237005,barcelona,Room,From 2 July 2025,650,bills included,Tidy room in 3-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/237005,Gracia,No info,3,1,75,650
634376,barcelona,Room,From 2 July 2025,380,bills included,Room in shared apartment in El Prat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/634376,El Prat de Llobregat,No info,4,2,85,380
396754,barcelona,Room,From 2 January 2025,420,bills included,Room for rent in 2-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/396754,Gracia,No info,2,1,95,420
317441,barcelona,Room,From 2 January 2025,350,bills included,Room for rent in 3-bedroom apartment in Poble-sec,https://www.spotahome.com/barcelona/for-rent:rooms/317441,Poble-sec,No info,3,1,98,350
1022271,barcelona,Room,From 2 March,450,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022271,Barcelona,No info,3,1,80,450
782614,barcelona,Apartment,From 16 September 2025,1100,some bills included,1-bedroom apartment for rent in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/782614,Les Corts,1,No info,1,65,1100
438968,barcelona,Room,From 6 December,500,bills included,Rooms for rent in 3-bedroom apartment in El Poble Sec,https://www.spotahome.com/barcelona/for-rent:rooms/438968,El Poble Sec,No info,3,1,70,500
224410,barcelona,Studio,From 28 April 2025,1100,bills included,Studio apartment for rent in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/224410,Gothic Quarter,No info,No info,1,27,1100
1085555,barcelona,Room,From 16 October,515,instant booking,Room for rent in a 4-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1085555,Barcelona,No info,4,2,No info,515
1189757,barcelona,Apartment,From 4 September 2025,1450,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1189757,Barcelona,2,No info,1,No info,1450
